9078, 2344
1569, 3067
6657, 9134
7651, 8386
4691, 8043
3640, 2605
2048, 9477
7800, 349
8531, 3441
5886, 3345
8545, 6675
923, 2299
3256, 1028
2014, 3237
9853, 8992
6623, 4838
4340, 375
2681, 3628
1042, 1110
5332, 8020
3357, 8602
1809, 6793
5189, 5973
2418, 7590
760, 4576
4673, 3589
3779, 8996
3845, 3139
3165, 3037
6688, 6428
8447, 2699
8431, 2820
1875, 5941
4150, 2189
237, 1132
9889, 2963
9627, 9470
2758, 5733
4087, 4436
6050, 4231
1196, 3586
9855, 608
1164, 7846
3501, 1798
6247, 2959
8906, 7601
6049, 6079
7666, 8380
7703, 9266
7916, 1125
5263, 7468
9908, 3078
7083, 7132
3580, 7050
930, 888
3570, 8967
6077, 308
2329, 2850
311, 9341
8416, 3108
4948, 431
1394, 6448
3587, 5070
963, 3650
5576, 990
3273, 9214
4490, 1087
8443, 9850
4019, 2674
9488, 9087
3059, 3990
8569, 4580
6295, 8998
4850, 8970
393, 8453
5859, 2469
1950, 783
6053, 4178
4195, 3641
2931, 5291
1638, 5385
31, 5365
2792, 5882
7877, 6187
7292, 5530
395, 3948
713, 2807
7045, 1093
1248, 7290
6409, 2559
4587, 2379
55, 3117
4318, 9466
8186, 6976
8367, 7457
4359, 3684
7433, 9665
3076, 2826
3823, 2440
529, 8374
4118, 705
6214, 5441
8891, 4382
3271, 9119
615, 1315
9266, 4568
4151, 759
7722, 6564
8671, 7951
314, 2355
8999, 8111
1288, 3728
8272, 4571
4940, 2006
3252, 8665
2646, 8080
7449, 5527
8054, 1725
6138, 8782
1145, 6489
1848, 7872
178, 6074
8957, 3536
5662, 7777
5421, 3656
2512, 1670
5535, 8051
8049, 2284
4321, 1779
4747, 5557
4385, 4872
9595, 9354
129, 30
6753, 6967
3004, 7925
868, 4922
6167, 9354
3515, 4116
2867, 5050
564, 7471
2071, 5325
3726, 5628
2600, 7860
3474, 7859
8302, 8513
5949, 3623
5601, 9491
3160, 5409
3251, 7132
1845, 6190
7895, 3616
3008, 7196
2988, 3814
4224, 9643
8164, 3211
1451, 2363
937, 3215
6430, 9059
2161, 7918
9669, 8607
5500, 486
5591, 3176
2354, 8361
3507, 5161
3272, 4040
2218, 1886
6689, 9478
406, 5081
2066, 3256
6622, 300
7342, 6734
1686, 8524
9871, 6414
9676, 5133
6048, 5782
7176, 2885
1849, 6426
912, 8483
3192, 5291
6662, 6484
1364, 4416
6947, 2562
5330, 5331
3824, 2916
2009, 1687
6881, 224
9707, 6747
6071, 9134
1844, 9175
3576, 3619
9460, 269
3583, 1523
7967, 4329
3982, 9071
7391, 5055
2785, 5590
1406, 8356
3773, 2938
1786, 2781
6619, 6106
3792, 1855
1372, 993
5433, 7353
7155, 4629
9070, 5668
4898, 9018
3974, 6013
8725, 2900
9036, 5856
5230, 8530
218, 9488
1188, 5268
3742, 8927
6088, 22
4584, 4281
605, 2180
2738, 8923
2631, 7848
8816, 8276
3748, 3534
2163, 5730
1538, 56
5403, 9241
